GRID,ID_VUELO,value,esteX,norteY,VIS_BEACH,VIS_WATER,KAYAKS,BOATS,SKY_COVER,WATER_TEMP,FECHA
30,V14S,0,795376.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
31,V14S,0,795406.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
32,V14S,2,795436.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
33,V14S,8,795466.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
34,V14S,0,795496.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
35,V14S,0,795526.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
36,V14S,1,795556.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
37,V14S,2,795586.88330,9915275.57300,1,3,0,0,9,27,6/18/2021
38,V14S,0,795256.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
39,V14S,1,795286.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
40,V14S,0,795316.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
41,V14S,0,795346.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
42,V14S,1,795376.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
43,V14S,7,795406.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
44,V14S,0,795436.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
45,V14S,0,795466.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
46,V14S,0,795496.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
47,V14S,0,795526.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
48,V14S,0,795556.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
49,V14S,1,795586.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
50,V14S,0,795616.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
53,V14S,0,795706.88330,9915305.57300,1,3,0,0,9,27,6/18/2021
55,V14S,3,795226.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
56,V14S,0,795256.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
57,V14S,5,795286.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
58,V14S,0,795316.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
59,V14S,2,795346.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
60,V14S,3,795376.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
61,V14S,8,795406.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
62,V14S,0,795436.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
63,V14S,5,795466.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
64,V14S,1,795496.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
65,V14S,0,795526.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
66,V14S,0,795556.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
67,V14S,1,795586.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
68,V14S,0,795616.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
69,V14S,0,795646.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
70,V14S,3,795676.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
71,V14S,0,795706.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
72,V14S,2,795736.88330,9915335.57300,1,3,0,0,9,27,6/18/2021
80,V14S,2,795256.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
81,V14S,0,795286.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
82,V14S,1,795316.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
83,V14S,0,795346.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
84,V14S,8,795376.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
85,V14S,5,795406.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
86,V14S,12,795436.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
87,V14S,3,795466.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
88,V14S,0,795496.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
89,V14S,0,795526.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
90,V14S,0,795556.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
91,V14S,0,795586.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
92,V14S,0,795616.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
93,V14S,0,795646.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
94,V14S,2,795676.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
95,V14S,0,795706.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
96,V14S,0,795736.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
97,V14S,0,795766.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
98,V14S,1,795796.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
101,V14S,0,795886.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
102,V14S,0,795916.88330,9915365.57300,1,3,0,0,9,27,6/18/2021
105,V14S,0,795346.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
106,V14S,9,795376.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
107,V14S,7,795406.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
108,V14S,1,795436.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
109,V14S,0,795466.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
110,V14S,4,795496.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
111,V14S,0,795526.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
112,V14S,0,795556.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
113,V14S,0,795586.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
114,V14S,0,795616.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
115,V14S,0,795646.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
116,V14S,1,795676.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
117,V14S,0,795706.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
118,V14S,0,795736.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
119,V14S,0,795766.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
120,V14S,0,795796.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
121,V14S,3,795826.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
122,V14S,0,795856.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
123,V14S,0,795886.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
124,V14S,0,795916.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
125,V14S,0,795946.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
127,V14S,0,796006.88330,9915395.57300,1,3,0,0,9,27,6/18/2021
128,V14S,0,795346.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
129,V14S,9,795376.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
130,V14S,7,795406.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
131,V14S,0,795436.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
132,V14S,0,795466.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
133,V14S,0,795496.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
134,V14S,0,795526.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
135,V14S,0,795556.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
136,V14S,0,795586.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
137,V14S,0,795616.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
138,V14S,0,795646.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
139,V14S,0,795676.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
140,V14S,0,795706.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
141,V14S,0,795736.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
142,V14S,0,795766.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
143,V14S,0,795796.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
144,V14S,0,795826.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
145,V14S,0,795856.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
146,V14S,0,795886.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
147,V14S,0,795916.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
148,V14S,0,795946.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
149,V14S,1,795976.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
150,V14S,0,796006.88330,9915425.57300,1,3,0,0,9,27,6/18/2021
152,V14S,1,795346.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
153,V14S,4,795376.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
154,V14S,4,795406.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
155,V14S,3,795436.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
156,V14S,2,795466.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
157,V14S,0,795496.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
158,V14S,0,795526.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
159,V14S,0,795556.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
160,V14S,0,795586.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
161,V14S,0,795616.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
162,V14S,1,795646.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
163,V14S,0,795676.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
164,V14S,1,795706.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
165,V14S,0,795736.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
166,V14S,0,795766.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
167,V14S,0,795796.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
168,V14S,0,795826.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
169,V14S,0,795856.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
170,V14S,0,795886.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
171,V14S,1,795916.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
172,V14S,0,795946.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
173,V14S,0,795976.88330,9915455.57300,1,3,0,0,9,27,6/18/2021
177,V14S,3,795346.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
178,V14S,0,795406.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
179,V14S,3,795436.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
180,V14S,2,795466.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
181,V14S,1,795496.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
182,V14S,0,795526.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
183,V14S,1,795556.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
184,V14S,0,795586.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
185,V14S,0,795616.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
186,V14S,0,795646.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
187,V14S,0,795676.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
188,V14S,0,795706.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
189,V14S,1,795736.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
190,V14S,1,795766.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
191,V14S,0,795796.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
192,V14S,0,795826.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
193,V14S,0,795856.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
194,V14S,0,795886.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
195,V14S,0,795916.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
196,V14S,0,795946.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
197,V14S,1,795976.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
198,V14S,0,796006.88330,9915485.57300,1,3,0,0,9,27,6/18/2021
200,V14S,0,795346.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
201,V14S,4,795406.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
202,V14S,0,795436.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
203,V14S,5,795466.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
204,V14S,0,795496.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
205,V14S,0,795526.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
206,V14S,0,795556.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
207,V14S,0,795586.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
208,V14S,0,795616.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
209,V14S,0,795646.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
210,V14S,0,795676.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
211,V14S,0,795706.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
212,V14S,0,795736.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
213,V14S,1,795766.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
214,V14S,0,795796.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
215,V14S,0,795826.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
216,V14S,0,795856.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
217,V14S,2,795886.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
218,V14S,0,795916.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
219,V14S,0,795946.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
220,V14S,0,795976.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
221,V14S,0,796006.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
222,V14S,0,796036.88330,9915515.57300,1,3,0,0,9,27,6/18/2021
224,V14S,1,795406.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
225,V14S,0,795436.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
226,V14S,0,795466.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
227,V14S,0,795496.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
228,V14S,1,795526.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
229,V14S,0,795556.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
230,V14S,0,795586.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
231,V14S,0,795616.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
232,V14S,1,795646.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
233,V14S,0,795676.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
234,V14S,0,795706.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
235,V14S,0,795736.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
236,V14S,0,795766.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
237,V14S,1,795796.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
238,V14S,0,795826.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
239,V14S,0,795856.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
240,V14S,0,795886.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
241,V14S,0,795916.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
242,V14S,0,795946.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
243,V14S,0,795976.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
244,V14S,0,796006.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
245,V14S,0,796036.88330,9915545.57300,1,3,0,0,9,27,6/18/2021
247,V14S,0,795406.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
248,V14S,0,795436.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
249,V14S,1,795466.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
250,V14S,0,795496.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
251,V14S,0,795526.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
252,V14S,0,795556.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
253,V14S,0,795586.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
254,V14S,0,795616.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
255,V14S,0,795646.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
256,V14S,0,795676.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
257,V14S,1,795706.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
258,V14S,0,795736.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
259,V14S,0,795766.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
260,V14S,1,795796.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
261,V14S,0,795826.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
262,V14S,0,795856.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
263,V14S,0,795886.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
264,V14S,0,795916.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
265,V14S,1,795946.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
267,V14S,0,796006.88330,9915575.57300,1,3,0,0,9,27,6/18/2021
269,V14S,3,795436.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
270,V14S,7,795466.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
271,V14S,0,795496.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
272,V14S,2,795526.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
273,V14S,0,795556.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
274,V14S,2,795586.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
275,V14S,0,795616.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
276,V14S,0,795646.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
277,V14S,0,795676.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
278,V14S,0,795706.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
279,V14S,2,795736.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
280,V14S,0,795766.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
281,V14S,0,795796.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
282,V14S,0,795826.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
283,V14S,0,795856.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
284,V14S,0,795886.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
285,V14S,0,795916.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
286,V14S,0,795946.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
287,V14S,0,795976.88330,9915605.57300,1,3,0,0,9,27,6/18/2021
289,V14S,0,795436.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
290,V14S,0,795466.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
291,V14S,3,795496.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
292,V14S,0,795526.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
293,V14S,4,795556.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
294,V14S,2,795586.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
295,V14S,0,795616.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
296,V14S,0,795646.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
297,V14S,2,795676.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
298,V14S,0,795706.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
299,V14S,0,795736.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
300,V14S,0,795766.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
301,V14S,1,795796.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
302,V14S,0,795826.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
303,V14S,0,795856.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
304,V14S,0,795886.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
305,V14S,0,795916.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
306,V14S,0,795946.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
307,V14S,0,795976.88330,9915635.57300,1,3,0,0,9,27,6/18/2021
309,V14S,0,795496.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
310,V14S,1,795526.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
311,V14S,3,795556.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
312,V14S,0,795586.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
313,V14S,3,795616.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
314,V14S,0,795646.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
315,V14S,0,795676.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
316,V14S,2,795706.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
318,V14S,0,795766.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
319,V14S,0,795796.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
320,V14S,2,795826.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
321,V14S,0,795856.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
322,V14S,0,795886.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
323,V14S,0,795916.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
324,V14S,0,795946.88330,9915665.57300,1,3,0,0,9,27,6/18/2021
326,V14S,0,795556.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
327,V14S,0,795586.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
328,V14S,0,795616.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
329,V14S,0,795646.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
330,V14S,2,795676.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
332,V14S,0,795736.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
334,V14S,0,795796.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
335,V14S,0,795826.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
336,V14S,0,795886.88330,9915695.57300,1,3,0,0,9,27,6/18/2021
340,V14S,0,795676.88330,9915725.57300,1,3,0,0,9,27,6/18/2021
341,V14S,1,795316.95220,9915215.54000,1,3,0,0,9,27,6/18/2021
342,V14S,0,795346.95600,9915185.61500,1,3,0,0,9,27,6/18/2021
343,V14S,0,795316.84640,9915185.53600,1,3,0,0,9,27,6/18/2021
344,V14S,1,795376.81710,9915155.60900,1,3,0,0,9,27,6/18/2021
346,V14S,0,795286.65730,9915245.70200,1,3,0,0,9,27,6/18/2021
347,V14S,0,795256.75940,9915275.73300,1,3,0,0,9,27,6/18/2021
348,V14S,0,795346.88830,9915155.60900,1,3,0,0,9,27,6/18/2021
608,V14S,0,#N/A,#N/A,1,3,0,0,9,27,6/18/2021
813,V14S,0,#N/A,#N/A,1,3,0,0,9,27,6/18/2021
928,V14S,2,#N/A,#N/A,1,3,0,0,9,27,6/18/2021
971,V14S,0,#N/A,#N/A,1,3,0,0,9,27,6/18/2021
1,V15C,0,795406.88330,9915155.57300,46,26,0,1,7,25,6/24/2021
2,V15C,0,795436.88330,9915155.57300,46,26,0,1,7,25,6/24/2021
5,V15C,0,795376.88330,9915185.57300,46,26,0,1,7,25,6/24/2021
6,V15C,0,795406.88330,9915185.57300,46,26,0,1,7,25,6/24/2021
7,V15C,0,795436.88330,9915185.57300,46,26,0,1,7,25,6/24/2021
8,V15C,0,795466.88330,9915185.57300,46,26,0,1,7,25,6/24/2021
9,V15C,0,795496.88330,9915185.57300,46,26,0,1,7,25,6/24/2021
11,V15C,0,795346.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
12,V15C,1,795376.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
13,V15C,0,795406.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
14,V15C,0,795436.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
15,V15C,0,795466.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
16,V15C,0,795496.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
17,V15C,0,795526.88330,9915215.57300,46,26,0,1,7,25,6/24/2021
18,V15C,1,795316.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
19,V15C,1,795346.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
20,V15C,0,795376.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
21,V15C,0,795406.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
22,V15C,0,795436.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
23,V15C,0,795466.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
24,V15C,0,795496.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
25,V15C,0,795526.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
26,V15C,0,795556.88330,9915245.57300,46,26,0,1,7,25,6/24/2021
27,V15C,3,795286.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
28,V15C,0,795316.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
29,V15C,0,795346.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
30,V15C,2,795376.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
31,V15C,0,795406.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
32,V15C,0,795436.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
33,V15C,1,795466.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
34,V15C,0,795496.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
35,V15C,0,795526.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
36,V15C,0,795556.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
37,V15C,0,795586.88330,9915275.57300,46,26,0,1,7,25,6/24/2021
38,V15C,0,795256.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
39,V15C,6,795286.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
40,V15C,0,795316.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
41,V15C,0,795346.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
42,V15C,0,795376.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
43,V15C,2,795406.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
44,V15C,1,795436.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
45,V15C,0,795466.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
46,V15C,0,795496.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
47,V15C,0,795526.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
48,V15C,0,795556.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
49,V15C,0,795586.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
50,V15C,0,795616.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
53,V15C,0,795706.88330,9915305.57300,46,26,0,1,7,25,6/24/2021
55,V15C,0,795226.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
56,V15C,0,795256.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
57,V15C,0,795286.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
58,V15C,0,795316.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
59,V15C,1,795346.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
60,V15C,0,795376.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
61,V15C,0,795406.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
62,V15C,0,795436.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
63,V15C,0,795466.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
64,V15C,0,795496.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
65,V15C,0,795526.88330,9915335.57300,46,26,0,1,7,25,6/24/2021
